채용 제목,채용 링크,회사명,회사 링크,지역,경력,학력,고용형태,연봉,직무 분야,등록일,마감일
[대상정보기술] 각 부문별 신입·경력 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49493135&location=ts&searchType=search&paid_fl=n&search_uuid=6d7664cb-fe74-4181-b666-10134db302ff,대상정보기술(주),https://www.saramin.co.kr/zf_user/company-info/view?csn=U2lKMFBBWHRSbzVZY0o5Z20rVkZFQT09,서울 광진구,신입·경력,학력무관,정규직,정보 없음,"데이터분석가, 데이터엔지니어, 보안컨설팅, 웹개발, 유지보수",2024/12/01,2024/12/31
국내 그룹 상장 계열사 - IT 기획 팀원 팀장급 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49449164&location=ts&searchType=search&paid_fl=n&search_uuid=6d7664cb-fe74-4181-b666-10134db302ff,(주)에이치알그룹,https://www.saramin.co.kr/zf_user/company-info/view?csn=bkpnTTRqVG5wclVjVFNhRnFjNVBZQT09,서울 강남구,경력 3~20년,대졸↑,정규직,정보 없음,"백엔드/서버개발, 웹개발, 웹마스터, 정보보안, IT컨설팅",2024/12/01,2024/12/08
네트워크 보안 엔지니어 (신입 및 경력자) 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49502132&location=ts&searchType=search&paid_fl=n&search_uuid=6d7664cb-fe74-4181-b666-10134db302ff,(주) 씨큐윈,https://www.saramin.co.kr/zf_user/company-info/view?csn=VlRNQVZEYldqdEhaUVVXTFFMVTdaZz09,서울 성동구,경력무관,학력무관,정규직,정보 없음,"백엔드/서버개발, 보안컨설팅, 유지보수, 정보보안, IT컨설팅",2024/12/01,2024/12/31
각 부문 신입 및 경력직 사원 채용 공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49439707&location=ts&searchType=search&paid_fl=n&search_uuid=6d7664cb-fe74-4181-b666-10134db302ff,이누스주식회사,https://www.saramin.co.kr/zf_user/company-info/view?csn=UFZhNUprOWNILytURmN6V2szU3RPUT09,서울 강남구,신입·경력,대졸↑,정규직,정보 없음,"펌웨어, H/W, MCU, S/W, C++",2024/11/28,2024/12/05
지역별 S/W 테스트 엔지니어 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49465621&location=ts&searchType=search&paid_fl=n&search_uuid=6d7664cb-fe74-4181-b666-10134db302ff,(주)큐드,https://www.saramin.co.kr/zf_user/company-info/view?csn=aUZlTUJnblBmbHloYW9tK2d2Smg1dz09,경기 성남시 분당구,경력,초대졸↑,정규직,정보 없음,"기술지원, 데이터엔지니어, 백엔드/서버개발, 유지보수, QA/테스터",2024/11/25,2024/12/15
[ Craver ] 글로벌 뷰티 화장품 브랜드 SKIN1004 그로스 마케팅 경력직 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49470220&location=ts&searchType=search&paid_fl=n&search_uuid=6d7664cb-fe74-4181-b666-10134db302ff,(주)크레이버코퍼레이션,https://www.saramin.co.kr/zf_user/company-info/view?csn=OXYySUM4MVFJVnpEN25IRDY5VnpMUT09,서울 강남구,경력,대졸↑,정규직,정보 없음,"Python, SQL, Excel, 무역영어, 마케팅기획",2024/11/26,2024/12/25
각부문 신입/경력 사원 공개채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49464757&location=ts&searchType=search&paid_fl=n&search_uuid=6d7664cb-fe74-4181-b666-10134db302ff,(주)일신비츠온,https://www.saramin.co.kr/zf_user/company-info/view?csn=RjZaNldPTStLYm1pYjVabU1HWTZldz09,서울전체,신입·경력,고졸↑,정규직,정보 없음,"ERP, AWS, Java, Javascript, MSSQL",2024/11/28,2024/12/31
한양이엔지㈜ 부문별 수시채용 직원모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49485455&location=ts&searchType=search&paid_fl=n&search_uuid=6d7664cb-fe74-4181-b666-10134db302ff,한양이엔지(주),https://www.saramin.co.kr/zf_user/company-info/view?csn=MTM2dFdzTU9MQTJrWk40emlsR1ZLQT09,경기 화성시,신입·경력,초대졸↑,정규직·기간제,정보 없음,"DBA, MSSQL, MySQL, SQL, 연결회계",2024/11/29,2024/12/04
"IT Integration,애자일 프로젝트 / IT Technical Coordinator",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49502128&location=ts&searchType=search&paid_fl=n&search_uuid=6d7664cb-fe74-4181-b666-10134db302ff,(주)에이치알그룹,https://www.saramin.co.kr/zf_user/company-info/view?csn=bkpnTTRqVG5wclVjVFNhRnFjNVBZQT09,서울 구로구,경력 10~17년,대졸↑,정규직,정보 없음,"SI개발, ETL, SAP, ERP, SCM",2024/12/01,2024/12/08
네오펙트 경력직 채용(자동차SW개발/의료기기RA),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49437069&location=ts&searchType=search&paid_fl=n&search_uuid=6d7664cb-fe74-4181-b666-10134db302ff,(주)네오펙트,https://www.saramin.co.kr/zf_user/company-info/view?csn=RCtTa29MdUVybzJadStVdk83RUduZz09,서울전체,경력4년↑,학력무관,정규직,정보 없음,"임베디드, S/W, RA, AUTOSAR, 개발PM",2024/11/20,2024/12/20
(주)리만코리아 경력직 채용 (서울/대구),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49450274&location=ts&searchType=search&paid_fl=n&search_uuid=6d7664cb-fe74-4181-b666-10134db302ff,주식회사 리만코리아,https://www.saramin.co.kr/zf_user/company-info/view?csn=MHNKWHZha24rYlZhamE3cUszZjlPUT09,서울전체,경력,학력무관,정규직·계약직,정보 없음,"보안컨설팅, 감사, 전산회계, 계산서발행, 관리회계",2024/11/23,2024/12/22
대웅제약 자회사 아이엔테라퓨틱스 약효평가 연구원 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49453921&location=ts&searchType=search&paid_fl=n&search_uuid=6d7664cb-fe74-4181-b666-10134db302ff,(주)아이엔테라퓨틱스,https://www.saramin.co.kr/zf_user/company-info/view?csn=Q3lzSnY4WlRCOTNvVkl6aG1qdTE2UT09,경기 용인시,경력무관,석사↑,정규직,정보 없음,"API, CRA(임상연구원), CRM(임상연구전문가), 연구원, 임상DM",2024/11/22,2024/12/06
PLC제어/CS • 전장 제작 • 전장 설계 • S/W 개발자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=48982370&location=ts&searchType=search&paid_fl=n&search_uuid=6d7664cb-fe74-4181-b666-10134db302ff,피씨엔오티(주),https://www.saramin.co.kr/zf_user/company-info/view?csn=UVR6bW5nTENwczhQTUNXQklYeExaQT09,경기 화성시,신입·경력,고졸↑,정규직,정보 없음,"유지보수, 머신러닝, 알고리즘, 영상처리, 임베디드",2024/11/18,2024/12/18
[㈜테크웨이즈 기술영업 및 기술지원 신입.경력사원 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49416751&location=ts&searchType=search&paid_fl=n&search_uuid=6d7664cb-fe74-4181-b666-10134db302ff,(주)테크웨이즈,https://www.saramin.co.kr/zf_user/company-info/view?csn=OERuV2V1aVpLZHFCNmlVRlZ5T3lpZz09,경기 용인시 수지구,신입·경력,초대졸↑,정규직,정보 없음,"기술지원, 네트워크, 자율주행, 정보통신, 와이어샤크",2024/11/18,2024/12/08
[㈜테크웨이즈] 각 부문별 신입·경력사원 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49416833&location=ts&searchType=search&paid_fl=n&search_uuid=6d7664cb-fe74-4181-b666-10134db302ff,(주)테크웨이즈,https://www.saramin.co.kr/zf_user/company-info/view?csn=OERuV2V1aVpLZHFCNmlVRlZ5T3lpZz09,경기 용인시 수지구,신입·경력,고졸↑,정규직,정보 없음,"기술지원, SE(시스템엔지니어), SI개발, 네트워크, 솔루션",2024/11/18,2024/12/08
데이터모델링 경력 플랫폼 개발팀장(빅데이터솔루션 우량사 분당,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49502093&location=ts&searchType=search&paid_fl=n&search_uuid=6d7664cb-fe74-4181-b666-10134db302ff,프로페셔날핸즈인핸즈코리아(주),https://www.saramin.co.kr/zf_user/company-info/view?csn=bGMrbnZwV2x1T09JR2FLUkpWYnowdz09,경기 성남시 분당구,경력 7~15년,초대졸↑,정규직,정보 없음,"백엔드/서버개발, 웹개발, 모델링, 빅데이터, 솔루션",2024/12/01,2024/12/31
X-레이 제조 코스닥 상장사 SW개발 경력 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49451696&location=ts&searchType=search&paid_fl=n&search_uuid=6d7664cb-fe74-4181-b666-10134db302ff,인파트너스,https://www.saramin.co.kr/zf_user/company-info/view?csn=SjB6cm1IMkpaY2tLNFgwakdDMEczdz09,서울 서초구,경력 5~15년,초대졸↑,정규직,"7,000 만원","MFC, PL/SQL, VisualC·C++, 정보통신, S/W",2024/12/01,2024/12/22
"Java, Spring 개발/물류영업/CS 매니저/영업 제휴/물류관리자",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49401344&location=ts&searchType=search&paid_fl=n&search_uuid=6d7664cb-fe74-4181-b666-10134db302ff,(주)피코이노베이션,https://www.saramin.co.kr/zf_user/company-info/view?csn=N09pV2p3bUdOSDRlYktCeEtkYmNvdz09,서울 서초구,신입·경력,학력무관,정규직·계약직,정보 없음,"데이터엔지니어, 백엔드/서버개발, 앱개발, 웹개발, 유지보수",2024/11/29,2024/12/14
지식콘텐츠 전문기업(매출150억) 백엔드 개발자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49451657&location=ts&searchType=search&paid_fl=n&search_uuid=6d7664cb-fe74-4181-b666-10134db302ff,인파트너스,https://www.saramin.co.kr/zf_user/company-info/view?csn=SjB6cm1IMkpaY2tLNFgwakdDMEczdz09,서울 서초구,경력 7~11년,대졸↑,정규직,"7,500 만원","백엔드/서버개발, 클라우드, API, DevOps, AWS",2024/12/01,2024/12/22
X-레이 제조 코스닥 상장사 임베디드 펌웨어 경력 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49496302&location=ts&searchType=search&paid_fl=n&search_uuid=6d7664cb-fe74-4181-b666-10134db302ff,인파트너스,https://www.saramin.co.kr/zf_user/company-info/view?csn=SjB6cm1IMkpaY2tLNFgwakdDMEczdz09,서울 서초구,경력 6~15년,대졸↑,정규직,"6,000 만원","앱개발, 임베디드, 펌웨어, Linux, 임베디드리눅스",2024/12/01,2024/12/29
[신용산/신입가능]글로벌 의약품유통사 IT 자산관리 Admin(3M),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49363620&location=ts&searchType=search&paid_fl=n&search_uuid=6d7664cb-fe74-4181-b666-10134db302ff,(주)맨파워그룹코리아,https://www.saramin.co.kr/zf_user/company-info/view?csn=SmJ4OVQyczYwSExPNWdMZlh4SGtydz09,서울 용산구,경력무관,초대졸↑,계약직,정보 없음,"유지보수, IT컨설팅, SE(시스템엔지니어), 네트워크, 빅데이터",2024/11/29,2024/12/08
[용인] 기술지원부 기술직 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49406902&location=ts&searchType=search&paid_fl=n&search_uuid=6d7664cb-fe74-4181-b666-10134db302ff,(주)샌디아,https://www.saramin.co.kr/zf_user/company-info/view?csn=S2xzdjFSUVgvRmhTSlJ1c1JuUGJiZz09,경기 용인시 수지구,경력무관,학력무관,정규직,정보 없음,"기술지원, 유지보수, SE(시스템엔지니어), 트러블슈팅, H/W",2024/11/15,2024/01/14
외국계 비즈니스 관리 솔루션 제공 기업 백엔드 개발자 경력,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49451772&location=ts&searchType=search&paid_fl=n&search_uuid=6d7664cb-fe74-4181-b666-10134db302ff,인파트너스,https://www.saramin.co.kr/zf_user/company-info/view?csn=SjB6cm1IMkpaY2tLNFgwakdDMEczdz09,서울 서초구,경력 3~10년,대졸↑,정규직,"10,000 만원","백엔드/서버개발, Java, SpringBoot, 솔루션, SI·시스템통합",2024/12/01,2024/12/22
[의정부] 연구소 FULL STACK 엔지니어 신규채용(정규직/경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49475935&location=ts&searchType=search&paid_fl=n&search_uuid=6d7664cb-fe74-4181-b666-10134db302ff,(주)지테크인터내셔날,https://www.saramin.co.kr/zf_user/company-info/view?csn=WUd4WVVVdlp4b1YxdTF2NmFlcUFVUT09,경기 의정부시,경력2년↑,초대졸↑,정규직,정보 없음,"데이터엔지니어, 백엔드/서버개발, 앱개발, 웹개발, 네트워크",2024/11/26,2024/12/05
전자현미경 관련 분석장비 엔지니어 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49464766&location=ts&searchType=search&paid_fl=n&search_uuid=6d7664cb-fe74-4181-b666-10134db302ff,주식회사유나노텍,https://www.saramin.co.kr/zf_user/company-info/view?csn=MFAwcWlCT0FMYURMdlRoeUNBdnU1UT09,경기 성남시 중원구,신입·경력,대졸↑,정규직,정보 없음,"기술지원, 신소재, 기술엔지니어, 계측기교정, 계측제어",2024/11/25,2024/12/24
X-레이 제조 코스닥 상장사  영상처리 개발  연구원 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49473946&location=ts&searchType=search&paid_fl=n&search_uuid=6d7664cb-fe74-4181-b666-10134db302ff,인파트너스,https://www.saramin.co.kr/zf_user/company-info/view?csn=SjB6cm1IMkpaY2tLNFgwakdDMEczdz09,서울 서초구,경력 6~13년,대졸↑,정규직,"7,000 만원","알고리즘, 영상처리, C++, Matlab, MFC",2024/12/01,2024/12/26
"비정규직 인재 공개 채용(원장 차량운전, 스마트워킹시스템운영)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49432162&location=ts&searchType=search&paid_fl=n&search_uuid=6d7664cb-fe74-4181-b666-10134db302ff,한국철도기술연구원,https://www.saramin.co.kr/zf_user/company-info/view?csn=Unh2RGlwb3lhbXBhSWdUam8yV0pKUT09,경기 의왕시,경력무관,고졸↑,기간제·계약직,정보 없음,"RPA, Python, 수행기사, 승합기사, 탁송기사",2024/11/21,2024/12/05
공공분야 개발 및 운영 유지보수 / 사업지원 직원 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49482401&location=ts&searchType=search&paid_fl=n&search_uuid=6d7664cb-fe74-4181-b666-10134db302ff,유니닥스(주),https://www.saramin.co.kr/zf_user/company-info/view?csn=bEFhRUNkQkxYbXp5WkowRUhHUnJXdz09,서울 구로구,경력5년↑,학력무관,정규직·계약직,정보 없음,"백엔드/서버개발, 보안컨설팅, 앱개발, 웹개발, 유지보수",2024/11/27,2024/12/26
시스멕스코리아㈜ 2024년 하반기 공개채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49483134&location=ts&searchType=search&paid_fl=n&search_uuid=d8b700fb-d8c0-430b-af8a-1ac1ff399336,시스멕스코리아(주),https://www.saramin.co.kr/zf_user/company-info/view?csn=M0tRdWFzUFFidGxuYWYzY1FGTk1tUT09,서울 강남구,경력,대졸↑,정규직·인턴직,정보 없음,"유지보수, 의공기사, 임상병리사, 영업관리, 영업직",2024/11/28,2024/12/03
종근당 전산실 그룹웨어 정규직 경력자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49481236&location=ts&searchType=search&paid_fl=n&search_uuid=d8b700fb-d8c0-430b-af8a-1ac1ff399336,(주)벨아이앤에스,https://www.saramin.co.kr/zf_user/company-info/view?csn=VVJNaXVCcE5WSHcwNWg3Y3BIdE1EQT09,서울전체,경력,초대졸↑,정규직,정보 없음,"웹개발, ASP, ASP.NET, C#, HTML",2024/11/27,2024/12/08
[GST] 전원공급장치 H/W 연구개발 경력 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49490296&location=ts&searchType=search&paid_fl=n&search_uuid=d8b700fb-d8c0-430b-af8a-1ac1ff399336,(주)글로벌스탠다드테크놀로지,https://www.saramin.co.kr/zf_user/company-info/view?csn=amhGcjJWb3o3c0ZXSkVtM1l5eHM1UT09,경기 화성시,경력8년↑,초대졸↑,정규직,정보 없음,"데이터엔지니어, 앱개발, 유지보수, SE(시스템엔지니어), SI개발",2024/11/28,2024/12/08
"각 부문 신입/경력 수시채용 - 제품설계, IT, 자재관리, 생산",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49482842&location=ts&searchType=search&paid_fl=n&search_uuid=d8b700fb-d8c0-430b-af8a-1ac1ff399336,(주)미코,https://www.saramin.co.kr/zf_user/company-info/view?csn=UVdYOHlQVUhrbnhNd1JnYUpJNklGQT09,경기 화성시,신입·경력,대졸↑,정규직,정보 없음,"백엔드/서버개발, SE(시스템엔지니어), ERP, 연구원, 기술연구",2024/11/28,2024/12/04
"개발자 (프론트, 백엔드) 계약직 채용",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49482596&location=ts&searchType=search&paid_fl=n&search_uuid=d8b700fb-d8c0-430b-af8a-1ac1ff399336,(주)아크도,https://www.saramin.co.kr/zf_user/company-info/view?csn=RlErWmlnODUxTTk4MVhqWkc1TGJlUT09,서울전체,경력 3~5년,초대졸↑,계약직·프리랜서,정보 없음,"데이터분석가, 데이터엔지니어, 백엔드/서버개발, 앱개발, 웹개발",2024/11/28,2024/12/08
제이엘스탠다드 개발자 및 기획자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49496535&location=ts&searchType=search&paid_fl=n&search_uuid=d8b700fb-d8c0-430b-af8a-1ac1ff399336,(주)제이엘스탠다드,https://www.saramin.co.kr/zf_user/company-info/view?csn=STdlWDlmVnpYck1iaDJlUHMzY1F3dz09,경기 성남시 분당구,경력무관,학력무관,정규직,정보 없음,"백엔드/서버개발, 웹개발, 프론트엔드, 영업관리, 영업지원",2024/11/29,2024/12/29
X-레이 제조 코스닥 상장사 HW 엔지니어 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49473808&location=ts&searchType=search&paid_fl=n&search_uuid=d8b700fb-d8c0-430b-af8a-1ac1ff399336,인파트너스,https://www.saramin.co.kr/zf_user/company-info/view?csn=SjB6cm1IMkpaY2tLNFgwakdDMEczdz09,서울 서초구,경력 7~15년,초대졸↑,정규직,"7,500 만원","H/W, MCU, 전장설계, 회로설계, 제조",2024/12/01,2024/12/26
애플리케이션 개발자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49332945&location=ts&searchType=search&paid_fl=n&search_uuid=d8b700fb-d8c0-430b-af8a-1ac1ff399336,(주)세나테크놀로지,https://www.saramin.co.kr/zf_user/company-info/view?csn=WXBuOXJ5TWd1SlNYN21EdThMemdCQT09,서울 강남구,신입,대졸↑,정규직,정보 없음,"앱개발, Windows, C++, Javascript, MacOS",2024/11/04,2024/12/04
"2025년 기업채용연계형 씨앗 훈련생 모집(경영지원, SW개발, 제조테스트)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49423609&location=ts&searchType=search&paid_fl=n&search_uuid=d8b700fb-d8c0-430b-af8a-1ac1ff399336,한국장애인고용공단,https://www.saramin.co.kr/zf_user/company-info/view?csn=Z2FxN3pNYVUzOWZJMFRiK0FZNXcxQT09,경기 성남시,경력무관,고졸↑,교육생,정보 없음,"AWS, C#, C++, Java, Javascript",2024/11/19,2024/12/08
